Weight,Height
77.45071229516849,183.99355436586
67.92603548243223,179.2463368291277
79.71532807151038,170.59630369920174
92.84544784612038,163.53063222294426
66.48769937914996,176.9822331361359
66.4879456457623,173.9348538542175
93.68819223261087,178.95193220027733
81.51152093729362,176.3517180168197
62.95788421097572,180.49552715319334
78.13840065378947,164.64764788439433
63.04873460781307,183.17394065634326
63.01405369644615,171.975996046924
73.62943407349051,190.75260872625265
41.30079633013303,163.10812181910433
44.12623251230451,187.35963803165248
61.56568706138541,171.9791078346265
54.80753319498364,163.4858199638555
74.71370998892911,165.16114165945677
56.37963886718184,166.7965269180568
48.81544447997062,174.24165946401916
91.98473153382331,175.228354880355
66.61335549270197,164.26299996061422
71.01292307031886,169.75645407739017
48.62877720679815,191.42270358611864
61.834259132122256,187.2754317010071
71.66383884564799,174.36323669674033
52.73509633866546,170.380034781682
75.63547027518509,171.20031326718262
60.99041965121793,176.13517972730418
65.62459375310085,159.77207434801593
60.97440081655905,167.42623462576654
97.78417276763406,153.31415926122412
69.79754162893099,173.99223122605278
54.13433606566149,176.4719593970274
82.33817368154783,165.16813537700625
51.68734525043467,185.7398676329003
73.13295392507133,157.7423433699766
40.60494814180336,155.3562511979018
50.07720926652354,172.24451818559973
72.95291853803685,180.47098302612153
81.07699869993115,186.83927691457868
72.57052421784955,165.4111573713106
68.2652757641764,180.78680833431295
65.48344456616067,169.61491530499293
47.82217014448859,168.2737270005918
59.20233687407937,178.83659937486672
63.09041843560319,176.5232287841342
85.85683339328374,154.2360784301575
75.15427434352692,184.76540349725894
43.554397669558995,183.80091354147453
74.86125954092192,163.74437298490471
64.22376579375525,173.9580353343741
59.84616999541062,174.9403018628274
79.17514433261302,172.60673765823907
85.46499283743927,164.4969484615458
83.96920178674299,163.2837663206195
57.41173715166042,169.74445929008556
65.36181436223178,181.72729019259364
74.96895147105346,175.43600154594432
84.63317690683539,166.29385667913894
62.81238643232065,177.71698710648346
67.21511535004274,141.51457379369924
53.40497538990958,181.48765700372104
52.05690063878994,152.602862212219
82.18788733591298,166.37559058596867
90.34360042856234,158.80330105373855
68.91984817629499,157.05318524279093
85.05299346838036,181.6082678737852
75.42454037571451,165.3229879868811
60.323203680923136,173.46503881730715
75.4209340826262,169.53079421120816
93.07054849698955,174.7704082722312
69.46260941335073,170.76821891060254
93.4696548372101,157.1700777581143
30.703823438653835,179.9626681944714
82.32853756562835,165.0624341683869
71.30570602357257,154.43418101340248
65.51488974301199,165.71884839034087
71.37641164803253,185.0075979063431
40.18646628098661,178.50221742113493
66.70492168243732,166.5134786559214
75.35668857267619,166.5074229568157
92.16841067112274,166.78364948782618
62.22594672589529,190.7674798356084
57.87259595660218,173.81935452231554
62.47364434623195,174.3004164719107
